the_congo_reform_association;Общество по проведению реформ в Конго;X
the_congo_refrom_association_desc;Международная гуманитарная организация освещает нашу колониальную политику в Конго не в лучшем для нас свете.;X
MODIFIER_BADBOY;Бесчестье;X
rename_the_congo_title;Исследование Конго!;X
rename_the_congo_desc;Теперь, когда Свободное государство Конго получило статус личной собственности короля Леопольда II, будет логично исследовать этот регион. Возможно, мы сможем оставить в нем свой след?;X
PROV2049;Лоуренсу-Маркеш;X
brazzas_expedition_title;Экспедиция графа Браззы;X
brazzas_expedition_desc;Франко-итальянский искатель приключений Пьетро-Паоло Саворнан ди Бразза исследовал район Конго в 1870-80 гг. и тем самым открыл для французской колонизации центральную Африку и правый берег реки Конго. Современная столица республики Конго, Браззавиль, названа в его честь.;X
USA_prussian_constitutionalism;Королевство Америка;X
von_moltkes_staff_reforms_title;Реформы фон Мольтке;X
von_moltkes_staff_reforms_desc;В 1857 Гельмут фон Мольтке стал начальником прусского генерального штаба, который он вскоре подверг коренным реформам. Среди идей, реализованных фон Мольтке, было создание отдела исторических исследований, широкомасштабное применение военных игр и организация работы специального управления, занимавшегося каталогизацией и изучением телеграфной и железнодорожной сети Пруссии и возможностями их эффективного использования в случае войны. В итоге во время франко-прусской войны генеральный штаб под управлением фон Мольтке считался в Европе самым эффективным Его методы вскоре стали применяться повсеместно. Мольтке оставался начальником генштаба целых 30 лет, и его не зря считают одним из наиболее выдающихся военных стратегов XIX века.;X
prussian_general_staff;Прусский генеральный штаб;X
desc_prussian_general_staff;Прусский генеральный штаб, без сомнения, лучший в Европе. Но другие державы рано или поздно догонят нас.;X
kanun_i_esasi_title;Основной закон;X
kanun_i_esasi_desc;Принятый в 1876 году, так называемый Основной закон стал первой попыткой дать Османской империи конституцию. И хотя он действовал всего два года, прежде чем его отменил султан Абдул-Хамид II, Основной закон стал предтечей будущей османской и турецкой конституций.;X
the_ruhr_boom_title;Поддержка Рура;X
the_ruhr_boom_desc;Рурская область, ранее бывшая частью графств Берг, Марк и Клеве, меняется день ото дня. Ежедневно все больше и больше угольных карьеров и шахт появляется здесь, чтобы поддержать расширение прусской сети железных дорог. После чего, при помощи британских промышленных технологий, как грибы после осеннего дождя, открываются фабрики. Рур на подъеме, и его пример можно быстро распространить на всю остальную Германию. Нам нужно лишь сделать небольшой толчок.;X
ruhr_boom;Пример Рура;X
desc_ruhr_boom;Во всей Германии города растут и превращаются из маленьких местечек в современные центры промышленного производства. И все это благодаря примеру, показанному стране Руром.;X
support_ruhr_industrialism_title;Поддержка Круппов;X
DIPLOMACY_NO_ALLIES_CIVIL_WAR;Нельзя призывать союзников для помощи в гражданской войне.;X
the_rhine_crisis_title;Левый берег;X
the_rhine_crisis_desc;При перекройке Наполеоном карты Европы левый берег реки Рейн стал частью территории Франции. В 1840 году французский премьер-министр Адольф Тьер публично заявил, что, по его мнению, Рейн по-прежнему остается естественной границей Франции. В Германии, все еще помнившей Наполеоновские войны и связанные с ними лишения, это заявление вызвало большой шум и привело к возникновению так называемого ‘Рейнского кризиса‘.;X
build_the_eiffel_tower_title;Постройка Эйфелевой башни;X
build_the_eiffel_tower_desc;Построенная как входная арка для всемирной выставки 1889 года, Эйфелева башня стала самым известным символом, настоящей иконой Парижа и французской архитектуры. Названная в честь спроектировавшего ее инженера Густава Эйфеля, башня оставалась самым высоким зданием в мире вплоть до завершения строительства в 1930 году небоскреба Крайслер-билдинг в Нью-Йорке.;X
the_eiffel_tower;Эйфелева башня;X
desc_eiffel_tower;Весь мир благоговеет перед изумительным видом, открывающимся со стальной башни монсеньера Эйфеля!;X
confiscations_of_mendizabal_title;Конфискации Мендисабаля;X
confiscations_of_mendizabal_desc;Церковные конфискации Мендисабаля - это серия указов, принятых в Испании в 1835-1837 годах с целью приватизации и экспроприации монастырских земель. Вдохновленные антиклерикальным либерализмом и поляризацией испанского общества во время Карлистских войн, эти законы привели к разорению многих старинных испанских монастырей.;X
haussmanns_renovations_title;Османизация Парижа;X
haussmanns_renovations_desc;Между 1852 и 1870 годами в Париже был реализован план барона Османа по модернизации инфраструктуры и перестройке города. Необходимость в этом назрела уже давно, ведь старый центр города после взрывного роста населения в XIX веке уже не удовлетворял потребностям быстро растущего Парижа. Длинные, открытые бульвары, сторонником которых был Осман, с тех пор являются одной из важнейших характеристик Парижа.;X
SM_COUNTERDISTANCE;Расстояние до флагов;X
OL_GP_INFLUENCE;Влияние;X
OL_VIEW_GP_INFLUENCE;Включает/выключает обзор §Yвлияния§W.;X
CB_EXPIRE_DATE;Истекает §Y$DATE$§W;X
BUDGET_CANT_LOAN_DESC;Банки будут выдавать вам взаймы деньги, только если вы можете платить по процентам, и при этом не представляете враждебную державу. Кроме того, иностранные банки в целях безопасности никогда не будут платить вам больше $MAXLOAN$¤ от своих наличных фондов.;X
MUST_NEGOTIATE_WITH_WAR_LEADER_STATUS_QUO_OUR_SIDE;Мы должны вести переговоры с §Yлидером войны§W, поскольку они стремятся сохранить §Yстатус-кво§W, а мы преследуем другие цели.;X
witwatersrand_gold_rush;Золотая лихорадка в Витватерсранде;X
desc_witwatersrand_gold_rush;Золото, найденное в хребте Витватерсранд, прославило наше имя на весь мир.;X
ENG_bourgeois_dictatorship;Британская республика;X
DIPLOMACY_CANNOT_SET_PRIO_TRUCE;Мы не можем оказывать влияние на эту страну, потому что у нас с ней действует перемирие.;X
MEX_absolute_monarchy;Мексиканская империя;X
MEX_prussian_constitutionalism;Мексиканская империя;X
MEX_hms_government;Мексиканская империя;X
